"bedroomcnt","bathroomcnt","calculatedfinishedsquarefeet","taxamount","propertylandusedesc","propertylandusetypeid","fips"
3,1,924,4159.63,340000,261,6037
2,1,2180,2923.52,249300,261,6037
5,3,2106,4226.22,325762,261,6037
3,2,1454,2559.86,202093,261,6037
3,1,1385,1006.91,69744,261,6037
4,3,1641,3575.95,294028,261,6037
2,2,1502,6670.92,564602,261,6037
3,2,1728,6833.5,589000,261,6037
5,3,3120,9332.5,667288,261,6037
3,1,1066,2102.48,146172,261,6037
5,3,4219,8313.7,712467,261,6037
4,2,2278,4753.32,312000,261,6037
3,1,1218,6804.55,551280,261,6037
4,3,2341,1806.78,124222,261,6037
4,3,2640,10324.2,604000,261,6037
2,2,1329,1290.54,88334,261,6037
3,2,1583,2571.03,203653,261,6037
5,6,6883,38916.71,3213135,261,6037
3,2,1606,3225.02,261284,261,6037
2,2,1503,3097.78,245563,261,6037
3,2,1503,5459.61,455064,261,6037
3,1,1077,3488.56,275972,261,6037
3,1,1031,5945.12,491877,261,6037
3,2,1290,5525.02,447299,261,6037
3,1,1136,3204.47,261062,261,6037
5,2,1703,4556.94,371736,261,6037
3,1,946,2391.21,190737,261,6037
3,2,1284,2392.42,183736,261,6037
2,2,1402,2600.08,214230,261,6037
3,2,1597,2318.07,176790,261,6037
2,1,1084,4266.47,353677,261,6037
5,3,2804,5036.33,411246,261,6037
5,3,2463,4641.4,379654,261,6037
4,3,2563,4874.57,397090,261,6037
4,2,1466,5528.2,462000,261,6037
5,4,3919,8817.29,756000,261,6037
2,1,660,2373.87,186152,261,6037
4,2,1400,975.44,56352,261,6037
3,2,1636,4386.41,355586,261,6037
3,2,1137,2238.42,172740,261,6037
1,1,924,3234.62,257594,261,6037
3,2,1050,875.97,47997,261,6037
4,3,3152,5025.83,340700,261,6037
3,2,1222,1096.92,545000,261,6037
3,2,1285,1854.66,134698,261,6037
3,3,2286,2690.22,205285,261,6037
2,1,1192,2876.73,231400,261,6037
3,2,1450,2882.02,221074,261,6037
3,2,1536,3458.5,242462,261,6037
3,2,1270,2414.01,197882,261,6037
3,2,1075,1829.44,125717,261,6037
4,3,3801,6414.77,316300,261,6037
4,3,2218,2204.52,170605,261,6037
3,1,960,4140.3,338073,261,6037
3,2,1852,3500.66,285600,261,6037
4,2,1630,5789.83,475920,261,6037
4,2,1476,6238.69,502000,261,6037
3,5,3448,11449.76,977655,261,6037
4,3,1778,6253.17,514653,261,6037
3,2,1150,3005.72,222659,261,6037
5,4,3146,5156.96,316212,261,6037
4,2,2257,3702.15,299425,261,6037
2,2,1829,1897.82,128763,261,6037
4,2,2432,7571.13,636448,261,6037
3,2,1216,3349.52,266766,261,6037
5,3,1596,3049.33,245003,261,6037
4,3,1584,5582.99,459000,261,6037
3,2,1446,5973.29,492923,261,6037
3,2,1774,2344.28,168789,261,6037
4,3,2303,4368.26,280000,261,6037
4,2,1696,1394.75,96013,261,6037
4,3,2219,3998.43,301667,261,6037
4,3,2171,7781.79,582000,261,6037
3,2,1038,967.28,61585,261,6037
4,3,3403,10682.63,880000,261,6037
5,3,2369,7681.3,675000,261,6037
4,2,1674,1187.03,85028,261,6037
2,2,1480,3132.31,229286,261,6037
2,2,1630,5056.55,424869,261,6037
4,2,1400,5284.94,426405,261,6037
6,6,5924,18373.52,1583993,261,6037
5,5,3707,11966.35,1010570,261,6037
4,3,2282,10745.78,761101,261,6037
5,3,3209,3849.56,249697,261,6037
3,1,1931,1440.7,105991,261,6037
4,3,2453,5752.26,454559,261,6037
5,4,3754,6964.34,305309,261,6037
2,1,1011,1018.46,73472,261,6037
5,3,2394,8235.16,533868,261,6037
4,3,2724,3739.91,217461,261,6037
5,3,2661,4135.44,336463,261,6037
6,5,3553,14480.4,886360,261,6037
2,1,754,3658.83,303493,261,6037
3,1,1014,3764.15,288959,261,6037
3,2,1182,6720.09,560000,261,6037
3,2,1210,2267.64,164071,261,6037
3,3,1800,10740.8,912491,261,6037
3,2,1220,1229.21,74067,261,6037
3,1,1490,2989.33,234902,261,6037
3,2,2032,4747.92,391497,261,6037
2,1,672,3201.31,265000,261,6037
5,3,1903,3924.33,300584,261,6037
3,2,2125,10634.43,907000,261,6037
3,3,1545,3598.43,270999,261,6037
3,2,2280,9475.21,800688,261,6037
4,3,2390,8795.43,764185,261,6037
2,1,976,3908.57,330000,261,6037
3,2,1396,3914.68,313846,261,6037
5,3,3363,13986.27,689252,261,6037
2,1,1152,3837.94,280000,261,6037
4,3,2340,1560.96,103715,261,6037
4,3,1881,5333.07,431316,261,6037
3,2,1594,2971.12,242234,261,6037
3,2,1550,3378.62,273234,261,6037
6,5,4064,4242.15,270564,261,6037
2,1,829,1872.64,139037,261,6037
3,2,1463,3366.23,264845,261,6037
3,1,1124,4191.55,321014,261,6037
4,3,2470,8033.62,694675,261,6037
5,4,3350,15488.28,1287000,261,6037
4,3,1864,3804.87,263557,261,6037
4,3,2288,4656.02,386025,261,6037
5,6,4613,15265.37,1269000,261,6037
3,2,2425,4741.31,390386,261,6037
4,3,2630,4563.93,355025,261,6037
3,2,1760,4082.15,300000,261,6037
3,2,1449,2736.84,220708,261,6037
4,3,1979,1486.48,75543,261,6037
5,4,3664,8977.15,500000,261,6037
3,1,1092,4323.44,351044,261,6037
3,2,1409,1840.45,117055,261,6037
3,2,1953,3509.7,221000,261,6037
3,3,1475,1975.44,122298,261,6037
3,2,1296,3316.82,252926,261,6037
3,2,1392,2958.25,199959,261,6037
4,3,1736,4337.06,345724,261,6037
3,3,2679,13780.78,685000,261,6037
4,2,1813,5218.59,384352,261,6037
3,1,1088,3986.05,297088,261,6037
4,3,2379,2347.3,154754,261,6037
3,2,1327,4587.1,369824,261,6037
1,1,800,2636.97,95000,261,6037
4,2,1859,1344.63,60219,261,6037
3,1,1018,3398.5,265994,261,6037
5,5,7348,17013.71,1385285,261,6037
4,2,1682,4191.16,303972,261,6037
3,2,1059,3093.33,246789,261,6037
4,5,4129,20064.68,1666678,261,6037
3,3,1762,7127.91,432367,261,6037
3,3,1567,4149.74,335031,261,6037
4,5,4281,27069.02,2247000,261,6037
3,1,1460,1971.9,115331,261,6037
3,2,1254,3737.07,300419,261,6037
3,3,2029,4178.61,318735,261,6037
4,2,1876,2101.62,118031,261,6037
2,1,1384,3825.94,300989,261,6037
4,3,2052,1517.18,74389,261,6037
3,2,1494,3620.42,173616,261,6037
3,1,1363,2559.37,165952,261,6037
3,2,1441,4410.08,350261,261,6037
4,2,2016,2926.39,228438,261,6037
4,2,1547,3670.14,260014,261,6037
4,2,1115,2640.52,200215,261,6037
4,4,3879,16738.52,1271000,261,6037
5,3,1950,4142.47,292141,261,6037
6,1,2396,4654.24,367966,261,6037
2,2,939,3081.55,226341,261,6037
4,2,1547,704.02,40542,261,6037
3,2,1295,6123.02,485000,261,6037
2,1,1233,1563.93,114091,261,6037
3,3,1544,3716.63,285000,261,6037
3,2,1392,1249.3,83412,261,6037
3,1,1469,2076.03,158104,261,6037
6,6,6554,28945.08,2357161,261,6037
3,2,1172,1073.82,60472,261,6037
2,1,929,3560.17,276703,261,6037
4,3,2369,7820.75,583050,261,6037
2,1,816,871.45,47330,261,6037
3,2,1670,4216.98,333500,261,6037
4,4,3005,9955.69,688738,261,6037
2,1,825,1740.55,133335,261,6037
3,1,1174,2947.14,226328,261,6037
4,3,2678,4917.55,232683,261,6037
3,2,2124,2676.46,218645,261,6037
3,2,1491,7159.51,269761,261,6037
2,2,1666,1621.14,125977,261,6037
3,2,1183,1632.63,121088,261,6037
4,3,2045,6260.58,479775,261,6037
3,2,1500,6424.31,362435,261,6037
4,3,2427,2747.69,224401,261,6037
4,2,1626,2905.6,227964,261,6037
3,2,1306,4551.77,391149,261,6037
3,2,1584,2084.86,157918,261,6037
4,3,2337,6846.76,585788,261,6037
3,2,1179,1935.97,147331,261,6037
4,4,2952,9281.1,809923,261,6037
2,1,1599,3208.95,265175,261,6037
4,3,2770,5667.37,485651,261,6037
4,5,3701,10919.58,926843,261,6037
3,2,1314,4103.82,320469,261,6037
2,2,1533,3780.08,291269,261,6037
4,2,1644,5878.95,471021,261,6037
4,2,1547,2755.88,201383,261,6037
3,1,1068,1113.28,62909,261,6037
5,3,2026,2493.7,180485,261,6037
4,2,1538,2142.96,152609,261,6037
4,4,2545,12915.67,778927,261,6037
4,2,1499,1431.96,108687,261,6037
2,1,883,4259.57,336932,261,6037
3,2,1292,2601.65,184280,261,6037
4,2,2074,3677.56,289104,261,6037
3,3,2767,27842.64,2142177,261,6037
3,2,2378,5847.09,436001,261,6037
4,2,1353,3157.81,251872,261,6037
3,1,1189,3603.05,288083,261,6037
3,2,1687,2971.06,231741,261,6037
6,7,8934,102515.04,9195547,261,6037
2,2,1152,5360.39,399000,261,6037
3,2,1770,1354.28,86248,261,6037
3,3,1861,8000,411480,261,6037
2,1,945,4876.39,375000,261,6037
3,2,1128,4704.18,380312,261,6037
3,3,2549,19514.07,1620869,261,6037
3,1,1172,5661.78,453000,261,6037
4,2,1614,4909.15,402038,261,6037
4,3,2082,1324.81,79062,261,6037
3,1,1080,4874,398056,261,6037
4,2,1529,1337.13,90643,261,6037
2,1,1120,925.65,47386,261,6037
4,3,2417,27739.45,2504000,261,6037
3,1,1016,2745.51,204083,261,6037
3,1,945,1739.82,121558,261,6037
3,3,1511,7568.01,408700,261,6037
2,1,874,1322.74,102768,261,6037
3,1,1027,2568.83,186125,261,6037
5,5,4776,11845.4,978414,261,6037
3,1,768,2609.85,205499,261,6037
3,2,1685,6111.5,499305,261,6037
7,3,2664,4281.41,284808,261,6037
3,1,872,4038.88,331000,261,6037
3,2,1541,2372.85,176145,261,6037
0,0,NULL,NULL,5244,261,6037
3,2,1888,4129.2,333891,261,6037
4,3,2471,5515.31,452500,261,6037
4,2,1448,3440.18,309564,261,6037
2,2,1410,602.11,40764,261,6037
3,2,1286,3047.23,228249,261,6037
3,2,1115,3288.52,278047,261,6037
3,2,1200,5631.67,451470,261,6037
4,3,2134,4360.88,338648,261,6037
5,3,2289,4676.78,360223,261,6037
3,1,1035,3840.86,322754,261,6037
4,2,1430,1116.54,83002,261,6037
3,1,1224,854.89,33293,261,6037
4,3,2424,5006.34,395842,261,6037
3,2,1066,4495.39,357568,261,6037
5,3,3318,7322.94,596777,261,6037
4,3,2041,6793.66,560000,261,6037
3,2,1197,4925.25,410000,261,6037
2,1,1247,4595.12,369909,261,6037
2,2,1760,1251.98,94162,261,6037
2,2,1380,2835.62,228369,261,6037
4,2,1212,1043.6,62074,261,6037
0,0,NULL,1246.77,50595,261,6037
2,1,1239,6772.59,564054,261,6037
3,2,1572,2653.21,201179,261,6037
6,9,13389,25142.17,2193037,261,6037
3,1,818,1101.96,83562,261,6037
3,2,1839,1659.39,114073,261,6037
3,2,1200,3422.36,283892,261,6037
2,1,832,3107.27,235927,261,6037
3,2,959,4708.47,272481,261,6037
4,2,2723,6662.74,543906,261,6037
3,3,2619,4470.04,309765,261,6037
2,1,1526,4765.91,379645,261,6037
5,5,4476,20892.45,1794908,261,6037
3,2,1832,5482.09,472000,261,6037
2,2,1576,9600.75,795777,261,6037
4,3,2235,1580.79,115029,261,6037
4,2,1883,2045.11,124014,261,6037
2,1,1158,3368.23,256240,261,6037
3,2,1819,6637.67,579063,261,6037
4,2,1835,961.28,57938,261,6037
2,2,2075,1957.51,157564,261,6037
4,3,1484,2690.21,196038,261,6037
3,3,2441,4459.43,380303,261,6037
3,1,1120,3965.33,338473,261,6037
4,5,2960,2706.93,218458,261,6037
4,2,1591,4713.9,408551,261,6037
3,2,1587,9594.37,839612,261,6037
6,2,2382,2153.38,166808,261,6037
4,4,3476,9465.72,824635,261,6037
4,2,1174,3532.4,291783,261,6037
4,4,2065,4815.3,404745,261,6037
3,2,1563,5177.87,451785,261,6037
4,2,1936,10422.28,915000,261,6037
3,2,1288,2499.88,197099,261,6037
3,1,1106,4911.37,424288,261,6037
4,3,2189,4498.85,353810,261,6037
3,1,1106,3588.07,305086,261,6037
4,3,2810,7920.28,604615,261,6037
4,2,2285,5597.94,481526,261,6037
5,3,2291,2735.55,221334,261,6037
3,2,1140,6552.55,571644,261,6037
2,2,1628,4216.55,360910,261,6037
4,3,2382,5509.03,472750,261,6037
4,3,2052,1250.68,84240,261,6037
4,2,1632,2249.92,182701,261,6037
3,2,1928,4542.09,390592,261,6037
3,2,1483,5429.63,473799,261,6037
4,3,4026,9811.7,868651,261,6037
2,1,847,4079.75,344307,261,6037
2,2,1276,4067.25,340523,261,6037
5,3,4171,4928.13,412848,261,6037
2,3,1737,11677.03,973449,261,6037
4,3,3140,11576.3,933689,261,6037
2,2,1609,2173.47,122144,261,6037
2,2,2686,10821.38,874097,261,6037
3,3,2531,26387.17,2335075,261,6037
3,3,2188,13344.46,1121910,261,6037
4,3,2923,11653.51,948421,261,6037
4,2,1816,2000.28,118004,261,6037
4,3,3484,26063.72,2288550,261,6037
4,3,2108,2469.59,158960,261,6037
5,3,2588,5872.14,504650,261,6037
5,4,2366,1922.1,144512,261,6037
4,4,3804,3584.42,256283,261,6037
3,2,1736,6301.65,521099,261,6037
4,2,1746,8734.16,715712,261,6037
4,4,3324,16182.26,1437153,261,6037
4,4,3429,12791.86,1123135,261,6037
3,1,1058,4693.38,355336,261,6037
3,2,1142,4832.59,376512,261,6037
3,2,1335,1356.85,68516,261,6037
3,2,1792,1277.01,79973,261,6037
3,2,2485,2184,147000,261,6037
3,1,1080,4049.2,306400,261,6037
5,3,1908,5907.26,436900,261,6037
3,2,1436,9561.56,788000,261,6037
2,1,1104,2255.01,170582,261,6037
2,1,572,2365.78,156923,261,6037
4,3,3276,2735.84,216523,261,6037
4,2,1255,2608.46,188698,261,6037
2,1,816,3201.61,207146,261,6037
3,2,1460,7512.39,625000,261,6037
3,2,1194,3406.09,251125,261,6037
4,1,1190,4341.87,281384,261,6037
4,3,2408,2348.64,152236,261,6037
3,2,1280,1631.61,109590,261,6037
4,3,1740,3025.6,177463,261,6037
3,3,1872,7475.05,629724,261,6037
3,2,1527,962.95,53168,261,6037
2,1,792,3168.68,167001,261,6037
3,3,2849,4545.86,349894,261,6037
3,2,1285,2383.75,175449,261,6037
2,2,990,3394.65,236609,261,6037
3,3,2546,14165.39,1164187,261,6037
3,2,1379,4820.11,384463,261,6037
2,1,939,3026.02,205722,261,6037
4,3,3314,2776.2,173677,261,6037
4,2,1329,1012.84,56702,261,6037
4,1,1567,3596.97,256449,261,6037
5,4,2984,8956.79,766012,261,6037
4,2,1827,2802.26,202087,261,6037
3,2,1385,4015.15,255578,261,6037
5,3,2049,6422.85,530626,261,6037
3,1,1114,5091.95,400433,261,6037
2,1,1040,3158.94,188274,261,6037
5,4,2668,3155.37,219045,261,6037
3,2,1780,1300.6,86313,261,6037
3,2,1848,5836.55,385794,261,6037
4,4,4545,29684.47,2698424,261,6037
4,2,1569,4090.59,350139,261,6037
2,1,1069,2638.35,165079,261,6037
4,2,1617,2009.69,118212,261,6037
3,2,1196,6495.52,512701,261,6037
2,1,956,2699.08,178107,261,6037
4,3,2430,13733.44,1218000,261,6037
3,2,1213,3531.01,287023,261,6037
3,2,1309,5831.96,387088,261,6037
4,3,2148,6975.05,620825,261,6037
3,2,1445,1301.05,80716,261,6037
2,1,998,2742.58,179689,261,6037
4,5,5281,16651.87,1476903,261,6037
2,2,1071,5683.66,450456,261,6037
2,2,1308,3783.9,305026,261,6037
3,1,1368,1231.5,55107,261,6037
4,2,1112,4761.85,367613,261,6037
3,2,1913,7134.73,590000,261,6037
2,1,834,2465.3,165460,261,6037
4,2,1434,4863.9,380733,261,6037
3,2,1740,1130.45,75333,261,6037
3,2,1451,2609.94,173589,261,6037
3,1,1434,1617.62,97489,261,6037
4,2,1612,5505.5,443725,261,6037
4,2,1763,1389.02,69330,261,6037
3,2,1528,1024.84,56282,261,6037
3,2,1068,2959.47,235700,261,6037
3,2,1211,4604.97,353678,261,6037
3,1,1077,2841.65,203651,261,6037
4,3,2270,5736.3,457896,261,6037
3,2,1432,4067.55,313852,261,6037
4,2,1542,4965.88,381638,261,6037
3,1,1081,5199.49,407000,261,6037
3,1,1049,2090.77,149245,261,6037
3,1,1068,3580.18,266509,261,6037
4,2,1367,1181.36,56275,261,6037
3,1,1038,4586.56,359828,261,6037
3,2,1351,3554.03,271344,261,6037
3,2,1475,4081.28,291376,261,6037
3,3,1902,4271.16,322470,261,6037
3,2,1530,2689.59,197886,261,6037
2,2,1146,3305.01,245083,261,6037
3,2,1430,3392.89,220485,261,6037
3,2,1280,3455.88,263475,261,6037
3,2,1262,2933.07,211873,261,6037
3,2,1205,942.56,51014,261,6037
2,1,776,767.21,37223,261,6037
2,1,726,1035.44,45702,261,6037
2,1,766,4018.17,310677,261,6037
3,2,1565,3977.84,305309,261,6037
3,2,1542,1198.02,57315,261,6037
3,2,1367,4777.49,373148,261,6037
3,1,1232,4514.8,344834,261,6037
5,2,1786,5651.99,443866,261,6037
3,1,1109,3024.3,220118,261,6037
3,2,1134,2679.14,197240,261,6037
3,2,1129,2108.1,139106,261,6037
4,2,1725,2806.6,215397,261,6037
4,3,1864,4067.74,304470,261,6037
2,1,864,2065.34,129732,261,6037
4,2,1482,4768.8,397887,261,6037
3,2,1721,1415.22,81243,261,6037
3,1,1132,3002.02,211872,261,6037
3,2,1260,2832.83,225588,261,6037
3,2,1350,2783.23,205456,261,6037
2,2,1132,4873.68,392466,261,6037
4,2,1635,7127.44,565000,261,6037
3,2,1547,3367.74,254060,261,6037
5,2,2078,6921.09,572000,261,6037
3,3,2019,1718.12,123604,261,6037
2,2,1511,974.41,51727,261,6037
2,2,1651,5772.19,465988,261,6037
3,2,1332,4593.27,384780,261,6037
2,1,866,2106.84,143936,261,6037
3,3,1873,2259.36,187314,261,6037
3,2,1779,4843.42,371594,261,6037
3,1,945,3146.69,237507,261,6037
3,2,1574,3312.81,280342,261,6037
3,2,1622,1491.14,96377,261,6037
3,2,1459,1424.98,83556,261,6037
4,3,2326,4959.66,428944,261,6037
4,2,1330,3034.65,221085,261,6037
6,5,2745,5243.39,337869,261,6037
3,2,1677,7678.99,683000,261,6037
3,2,1163,2640.25,193970,261,6037
2,1,1292,813.11,32830,261,6037
4,2,1744,5122.46,431968,261,6037
2,1,820,3652.61,281383,261,6037
4,3,2798,7724.11,676152,261,6037
3,2,1350,5812.01,454000,261,6037
3,2,1361,4701.53,415706,261,6037
3,2,1370,3466.17,255958,261,6037
4,2,2036,4372.69,376763,261,6037
2,1,768,866.58,45641,261,6037
2,1,1180,1027.99,71187,261,6037
3,1,1173,2003.43,139934,261,6037
4,3,2002,1212.19,84862,261,6037
8,5,3487,7096.12,554477,261,6037
4,3,2167,4007.41,332593,261,6037
4,3,2314,7273.82,643942,261,6037
3,2,1176,5107.21,395946,261,6037
4,2,1323,7149.13,629454,261,6037
4,2,1840,3366.95,253612,261,6037
3,1,1082,875.09,40767,261,6037
4,3,2787,8599.52,763725,261,6037
3,2,1380,1205.74,72844,261,6037
2,2,1904,7671.45,642667,261,6037
4,2,1978,3282.36,261294,261,6037
3,2,1395,3257.4,246307,261,6037
3,1,1044,2161.25,167474,261,6037
3,2,1047,1816.87,130141,261,6037
4,2,2001,5103.72,398647,261,6037
4,2,2185,4891.45,350543,261,6037
4,3,2314,1414.45,102464,261,6037
4,2,1628,5769.74,456881,261,6037
3,2,1108,3478.03,264846,261,6037
3,1,1036,4581.94,350768,261,6037
4,2,2100,5728.3,461723,261,6037
5,4,3344,5925.28,515061,261,6037
2,1,895,2868.75,206900,261,6037
4,2,2125,5228.11,419312,261,6037
3,2,1574,2016.65,160608,261,6037
2,2,1212,1036.86,58126,261,6037
4,2,1362,1059.31,83202,261,6037
5,3,2196,2236.84,171240,261,6037
3,1,1111,961.18,45305,261,6037
3,2,2078,6056.96,486699,261,6037
4,3,2599,8576.27,761822,261,6037
3,2,1452,1016.35,55862,261,6037
3,2,1256,1137.12,84214,261,6037
4,2,1577,4391.24,380484,261,6037
5,3,3011,3959.01,298306,261,6037
3,3,2082,7305.67,507624,261,6037
4,3,2727,7962.4,698985,261,6037
2,1,741,3369.69,258000,261,6037
4,3,2384,4271.26,207790,261,6037
3,1,1382,4125.81,342234,261,6037
2,1,928,2586.95,183234,261,6037
3,2,1951,6915.69,548000,261,6037
3,2,1238,983.69,59388,261,6037
3,2,1470,4568.83,381659,261,6037
5,5,4323,7744.03,652889,261,6037
3,1,1056,795.84,34969,261,6037
3,2,1398,4344.22,368307,261,6037
4,2,1316,4674.06,374481,261,6037
4,3,1584,1805.97,123092,261,6037
3,1,1165,1084.49,64706,261,6037
3,2,1759,4015.02,301662,261,6037
2,1,887,3537.98,270789,261,6037
2,1,1071,2365.75,163270,261,6037
3,1,911,2982.97,238731,261,6037
2,2,1653,4242.49,301784,261,6037
3,2,2202,1768.91,133468,261,6037
3,2,1248,4121.4,315030,261,6037
3,1,1242,938.32,65390,261,6037
3,1,1040,769.29,39917,261,6037
3,1,1242,6148.5,516000,261,6037
3,3,2046,4894.77,381856,261,6037
3,2,1788,6678.34,563226,261,6037
4,3,1622,4269.26,344155,261,6037
5,4,2810,6964.16,573472,261,6037
3,2,1603,3592.77,279508,261,6037
3,3,1797,3219.57,260930,261,6037
3,2,1064,4543.96,396335,261,6037
3,1,1038,2870.75,200000,261,6037
2,1,840,2829.9,231701,261,6037
2,1,1330,1364.43,61877,261,6037
4,2,1851,1323.32,96468,261,6037
1,1,440,796.04,38340,261,6037
3,2,1254,5236.79,429718,261,6037
4,3,2177,7654.4,623000,261,6037
4,5,3856,9326.28,700913,261,6037
2,1,1100,2030.26,148740,261,6037
2,1,1168,5684.32,460000,261,6037
3,3,1788,5649.74,400206,261,6037
3,2,1882,5412.04,458790,261,6037
3,3,2012,8288.52,677000,261,6037
5,3,2925,7422.06,570000,261,6037
2,1,1380,2917.93,229688,261,6037
2,1,932,4682.87,367613,261,6037
4,3,3482,8283.29,608500,261,6037
3,2,1422,4108.37,332000,261,6037
3,1,1110,1065.03,54627,261,6037
4,2,2119,5005.18,269236,261,6037
4,1,1240,3375.03,269479,261,6037
3,2,1614,2030.17,137538,261,6037
4,3,2827,7613.94,521647,261,6037
4,2,1200,777.84,57520,261,6037
3,1,2256,7559.84,610963,261,6037
3,2,1446,3999.64,322980,261,6037
4,3,2283,1991.43,128540,261,6037
2,1,1101,3153.38,250788,261,6037
2,1,1082,3975.93,302796,261,6037
4,2,1504,2830.12,221254,261,6037
3,2,1424,5253.1,427323,261,6037
3,2,1496,4489.35,365282,261,6037
3,2,1682,3763.79,295310,261,6037
3,2,1405,6553.67,500000,261,6037
5,3,2252,1969.13,126419,261,6037
2,1,852,3491.46,280860,261,6037
4,3,2597,8960.48,765000,261,6037
2,2,1805,5281.41,421814,261,6037
3,3,2631,8172.16,697604,261,6037
4,2,1538,4404.35,351754,261,6037
3,2,1565,1274.76,80710,261,6037
3,2,1594,6725.83,557372,261,6037
2,2,1814,3490.37,282139,261,6037
5,4,4163,24941.67,2214904,261,6037
3,2,1413,3575.85,291019,261,6037
3,2,1310,4238.94,346218,261,6037
5,2,1628,7804.28,650000,261,6037
2,1,1086,870.33,64826,261,6037
3,3,2561,10882.28,935273,261,6037
4,4,2751,7371.63,626123,261,6037
4,5,4242,22982.15,2000000,261,6037
2,1,1192,2643.63,211745,261,6037
3,2,1704,2381.68,190739,261,6037
8,9,10774,44871.98,4010732,261,6037
3,1,1569,7351.78,629455,261,6037
4,4,3856,17883.46,1462359,261,6037
2,1,858,923.95,63736,261,6037
2,1,1374,596.2,33084,261,6037
5,4,3360,5902.67,490359,261,6037
3,2,1210,6569.56,553415,261,6037
4,3,3159,3161.41,270997,261,6037
3,2,1080,5430.63,447349,261,6037
2,1,768,452.28,25216,261,6037
3,2,1834,2962.1,225779,261,6037
3,2,1176,4930.3,384934,261,6037
3,2,1880,5665.68,508521,261,6037
3,2,1362,5087.23,409452,261,6037
4,2,1441,941.34,68988,261,6037
3,2,1886,8490.73,722961,261,6037
3,2,1274,3675,285764,261,6037
4,4,3044,6067.93,503035,261,6037
3,2,1573,4531.08,374583,261,6037
3,2,1458,2275.51,180310,261,6037
3,3,1968,5900.25,523101,261,6037
3,2,1221,986.55,58353,261,6037
4,2,1972,13972.72,1071435,261,6037
3,2,1603,5929.96,488428,261,6037
3,1,1068,2809.01,228768,261,6037
5,6,5825,20705.98,1835830,261,6037
4,3,1925,5843.36,443841,261,6037
3,1,1342,4528.05,372114,261,6037
2,1,884,3002.75,237900,261,6037
3,3,1936,2601.65,207720,261,6037
5,4,5261,16796.58,1474459,261,6037
3,1,924,721.52,42405,261,6037
2,1,572,218.13,12788,261,6037
3,1,1271,4084.01,336795,261,6037
2,1,955,402.8,27492,261,6037
2,1,1040,3476.09,312266,261,6037
4,2,1388,6460.11,510401,261,6037
3,1,1640,2832.36,187179,261,6037
5,2,2086,7416.77,621319,261,6037
4,2,1630,2660.96,214214,261,6037
4,4,3270,11434.42,999948,261,6037
3,1,948,2761.39,213068,261,6037
3,2,1528,1937.95,153851,261,6037
3,1,1228,4748.38,387988,261,6037
3,4,2108,6060.6,490000,261,6037
3,2,1400,12242.64,1066599,261,6037
3,1,1015,2432.99,181392,261,6037
2,1,1795,782.25,55652,261,6037
3,1,1374,3012.66,248944,261,6037
2,2,2286,4058.49,326952,261,6037
4,4,3149,9676.2,851340,261,6037
2,1,780,596.8,32672,261,6037
2,1,816,414.63,30391,261,6037
2,1,1764,5523.96,460000,261,6037
2,1,1390,1568.16,125198,261,6037
3,2,1556,4083.81,253919,261,6037
3,1,1003,4059.76,298482,261,6037
3,2,1335,4502.14,367000,261,6037
2,1,1078,3570.37,286812,261,6037
2,2,1139,6155.07,507577,261,6037
5,4,5307,33584.46,3054826,261,6037
5,3,2122,4677.12,387278,261,6037
2,1,1156,3002.53,243506,261,6037
1,1,564,939.05,62636,261,6037
3,1,1472,1840.69,145689,261,6037
4,4,5560,17661.84,1569323,261,6037
4,2,1166,1816.31,137201,261,6037
2,2,1078,1558.93,123669,261,6037
3,1,1031,1014.9,72226,261,6037
2,1,978,486.33,36405,261,6037
4,2,1465,5923.67,498422,261,6037
4,2,1198,2331.77,175337,261,6037
2,1,832,1172.22,85757,261,6037
2,2,1038,5643.01,473198,261,6037
0,0,2126,1836.85,134118,261,6037
2,2,1488,1119.1,59598,261,6037
3,3,1526,4495.38,358811,261,6037
3,2,1240,2696.46,184490,261,6037
3,2,1456,6166.3,509297,261,6037
5,2,1818,1286.44,97124,261,6037
2,2,1035,813.57,40749,261,6037
2,2,1230,5212.87,444000,261,6037
3,1,1149,906.84,31847,261,6037
2,1,858,6324.47,532000,261,6037
3,2,2475,1127.72,77401,261,6037
3,3,1485,6744.7,569542,261,6037
3,1,956,4990.46,421328,261,6037
2,1,912,1958.74,150989,261,6037
2,1,1420,1170.04,84217,261,6037
2,1,964,1980.33,151350,261,6037
3,2,1456,6776.21,573000,261,6037
1,1,956,1418.92,97771,261,6037
2,2,1493,4086.25,335511,261,6037
3,2,1800,9061.76,765000,261,6037
3,2,1527,10761.55,887877,261,6037
2,1,967,2795.92,212528,261,6037
3,2,955,4077.18,343276,261,6037
3,2,1523,5461.9,448000,261,6037
4,4,2684,4454.47,374043,261,6037
3,2,1705,5369.07,439712,261,6037
3,2,1826,6860.84,576976,261,6037
4,2,2268,4641.38,378778,261,6037
2,1,1151,2477.61,198906,261,6037
3,2,1218,1154.97,84040,261,6037
3,2,1774,15029.49,1242640,261,6037
2,2,1389,6601.2,557371,261,6037
4,2,1446,5737.58,474273,261,6037
3,2,1422,2431.85,196313,261,6037
3,2,1413,1093.78,78033,261,6037
2,1,840,3203.02,256000,261,6037
3,2,1843,3457.36,274510,261,6037
3,2,1911,3386.1,267923,261,6037
